Avi TimeStamp, Frame,Spot x,Spot y,Pupil x,Pupil y,Pupil r,Scene x,Scene y
 0:00:52.54, 6522, 353.32,163.16,322.14,179.69,54.17,198.95,482.14
 0:00:52.58, 6523, 348.03,157.62,312.70,171.39,54.53,181.17,493.10
 0:00:52.63, 6524, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:52.67, 6525, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:52.72, 6526, 441.31,208.00,-2000.00,-2000.00,-2000.00,484.93,329.55
 0:00:52.76, 6527, 431.84,207.22,454.66,226.90,81.10,424.51,426.67
 0:00:52.81, 6528, 422.36,203.58,-2000.00,-2000.00,-2000.00,393.96,438.91
 0:00:52.86, 6529, 419.72,203.75,-2000.00,-2000.00,-2000.00,385.51,438.42
 0:00:52.91, 6530, 418.20,205.00,432.46,255.26,51.63,373.17,412.05
 0:00:52.95, 6531, 416.70,208.00,428.64,257.58,52.24,369.55,374.88
 0:00:53.00, 6532, 411.17,198.00,423.05,248.67,51.19,361.97,387.87
 0:00:53.05, 6533, 411.82,201.55,423.12,251.57,50.85,367.12,372.98
 0:00:53.09, 6534, 413.30,203.58,425.71,254.54,50.50,370.10,373.25
 0:00:53.14, 6535, 418.35,208.27,434.36,261.20,50.25,384.61,364.60
 0:00:53.18, 6536, 420.68,208.91,438.73,261.74,50.01,391.55,367.08
 0:00:53.23, 6537, 422.14,208.72,441.24,261.08,50.16,395.91,369.09
 0:00:53.27, 6538, 423.28,207.38,-2000.00,-2000.00,-2000.00,399.53,373.54
 0:00:53.32, 6539, 423.35,206.79,442.26,257.14,50.62,396.46,375.91
 0:00:53.37, 6540, 417.18,200.00,433.67,250.81,50.22,382.08,382.77
 0:00:53.41, 6541, 419.06,203.82,435.21,255.33,50.22,386.83,368.84
 0:00:53.46, 6542, 420.50,207.84,-2000.00,-2000.00,-2000.00,391.53,355.25
 0:00:53.50, 6543, 422.03,207.97,440.56,263.88,50.06,393.72,357.97
 0:00:53.55, 6544, 423.62,212.85,-2000.00,-2000.00,-2000.00,398.90,341.45
 0:00:53.60, 6545, 424.68,214.23,444.88,270.86,50.05,400.75,349.07
 0:00:53.64, 6546, 425.06,215.81,445.53,273.87,50.13,401.15,350.39
 0:00:53.69, 6547, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:53.73, 6548, 324.36,150.82,-2000.00,-2000.00,-2000.00,73.12,559.95
 0:00:53.78, 6549, 332.52,154.93,-2000.00,-2000.00,-2000.00,99.14,546.51
 0:00:53.82, 6550, 341.42,159.03,-2000.00,-2000.00,-2000.00,127.69,533.28
 0:00:53.87, 6551, 349.28,163.46,-2000.00,-2000.00,-2000.00,153.09,519.03
 0:00:53.92, 6552, 355.35,168.09,-2000.00,-2000.00,-2000.00,172.86,504.17
 0:00:53.97, 6553, 353.29,168.78,-2000.00,-2000.00,-2000.00,166.03,501.61
 0:00:54.01, 6554, 357.50,170.06,331.55,180.32,55.71,205.79,501.20
 0:00:54.06, 6555, 361.97,170.65,340.55,183.03,54.66,235.56,498.14
 0:00:54.11, 6556, 362.80,168.91,341.75,182.14,53.48,238.50,496.71
 0:00:54.16, 6557, 363.11,166.97,341.55,179.87,53.51,237.09,496.70
 0:00:54.20, 6558, 362.83,165.97,341.06,179.68,53.79,235.24,494.25
 0:00:54.25, 6559, 362.70,164.21,340.49,177.79,53.91,233.98,494.46
 0:00:54.29, 6560, 360.95,166.52,337.54,179.34,54.13,228.50,491.58
 0:00:54.34, 6561, 360.16,165.84,337.48,176.83,54.44,229.81,499.59
 0:00:54.38, 6562, 361.73,160.20,340.09,166.57,53.39,235.96,517.11
 0:00:54.43, 6563, 365.07,153.47,344.94,159.20,53.83,243.16,524.87
 0:00:54.48, 6564, 367.17,150.09,347.62,152.15,54.26,245.29,529.82
 0:00:54.52, 6565, 368.91,149.00,350.80,150.99,54.18,249.42,531.51
 0:00:54.57, 6566, 370.60,149.00,-2000.00,-2000.00,-2000.00,254.92,531.64
 0:00:54.61, 6567, 373.06,149.92,-2000.00,-2000.00,-2000.00,262.95,528.80
 0:00:54.66, 6568, 372.94,150.08,-2000.00,-2000.00,-2000.00,262.59,528.27
 0:00:54.71, 6569, 372.51,149.50,-2000.00,-2000.00,-2000.00,261.18,530.15
 0:00:54.75, 6570, 370.76,152.84,-2000.00,-2000.00,-2000.00,255.53,519.04
 0:00:54.80, 6571, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:54.85, 6572, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:54.89, 6573, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:54.94, 6574, 371.54,166.55,355.41,177.87,54.99,257.79,491.47
 0:00:54.99, 6575, 372.27,163.24,356.57,174.10,55.22,259.29,505.27
 0:00:55.04, 6576, 372.46,160.95,355.76,170.12,54.33,256.63,508.17
 0:00:55.08, 6577, 371.90,159.14,354.87,169.04,54.18,253.66,507.83
 0:00:55.13, 6578, 389.55,163.02,-2000.00,-2000.00,-2000.00,311.21,496.31
 0:00:55.18, 6579, 395.76,166.14,398.13,182.01,53.46,330.41,486.10
 0:00:55.22, 6580, 396.18,165.97,398.60,182.52,54.10,330.39,486.08
 0:00:55.27, 6581, 396.84,165.97,399.71,182.43,53.61,331.89,485.39
 0:00:55.31, 6582, 387.36,161.96,-2000.00,-2000.00,-2000.00,301.03,498.14
 0:00:55.36, 6583, 373.03,157.50,357.52,167.46,55.13,257.93,507.32
 0:00:55.41, 6584, 373.92,157.42,358.35,168.14,54.79,260.65,503.56
 0:00:55.45, 6585, 374.65,156.53,359.11,166.80,54.64,260.46,504.60
 0:00:55.50, 6586, 374.81,155.69,358.77,166.06,54.44,258.60,504.76
 0:00:55.54, 6587, 374.71,154.94,358.59,164.38,54.71,257.42,506.51
 0:00:55.59, 6588, 374.86,154.33,358.60,163.46,54.61,257.20,508.00
 0:00:55.64, 6589, 374.57,153.29,358.49,162.48,54.61,257.00,508.68
 0:00:55.68, 6590, 374.44,152.91,358.15,161.60,54.56,256.87,508.96
 0:00:55.73, 6591, 374.35,152.63,358.55,160.82,55.04,257.92,510.49
 0:00:55.77, 6592, 373.96,153.17,357.96,161.29,54.82,257.70,510.27
 0:00:55.82, 6593, 374.11,152.89,358.28,161.27,54.74,258.44,510.69
 0:00:55.87, 6594, 374.33,152.69,358.25,160.71,54.68,258.09,511.08
 0:00:55.91, 6595, 374.68,152.10,358.72,159.24,54.68,258.22,513.80
 0:00:55.96, 6596, 374.83,151.88,359.10,159.20,54.93,258.75,513.94
 0:00:56.00, 6597, 374.88,151.74,359.09,158.87,54.83,258.79,514.06
 0:00:56.05, 6598, 374.94,151.64,359.23,159.34,54.76,258.94,513.02
 0:00:56.09, 6599, 374.77,152.14,359.04,160.84,54.40,258.78,509.62
 0:00:56.14, 6600, 374.71,150.94,358.87,158.85,54.68,258.55,512.10
 0:00:56.18, 6601, 374.64,150.47,359.11,159.37,54.60,259.24,510.05
 0:00:56.23, 6602, 370.55,143.84,354.33,148.82,54.28,253.33,523.97
 0:00:56.28, 6603, 371.04,146.10,354.97,147.32,54.42,257.77,526.59
 0:00:56.32, 6604, 370.89,147.26,354.72,150.02,54.47,257.02,528.49
 0:00:56.37, 6605, 371.13,147.31,-2000.00,-2000.00,-2000.00,257.83,528.34
 0:00:56.41, 6606, 371.53,147.59,354.47,152.23,54.21,255.47,523.68
 0:00:56.46, 6607, 363.46,153.83,340.14,167.86,54.76,228.57,494.32
 0:00:56.50, 6608, 364.07,156.94,340.56,168.33,54.52,229.36,493.36
 0:00:56.55, 6609, 364.23,156.97,341.30,168.99,54.59,230.12,498.22
 0:00:56.60, 6610, 364.59,157.00,341.73,168.12,54.89,231.25,499.52
 0:00:56.64, 6611, 364.73,156.69,341.63,168.75,54.67,230.47,498.81
 0:00:56.69, 6612, 364.65,156.85,341.62,167.60,54.96,230.11,500.07
 0:00:56.73, 6613, 364.12,156.73,341.09,168.11,55.09,229.70,500.42
 0:00:56.78, 6614, 362.38,155.71,338.00,165.81,55.37,224.81,503.30
 0:00:56.82, 6615, 361.83,155.18,337.22,166.48,55.21,223.73,501.54
 0:00:56.87, 6616, 361.33,154.09,336.03,165.47,55.07,221.66,500.62
 0:00:56.92, 6617, 360.03,151.61,333.09,162.44,55.09,215.56,503.04
 0:00:56.96, 6618, 361.56,154.74,-2000.00,-2000.00,-2000.00,220.65,492.92
 0:00:57.01, 6619, 408.68,190.17,-2000.00,-2000.00,-2000.00,375.01,378.81
 0:00:57.05, 6620, 470.19,209.31,-2000.00,-2000.00,-2000.00,572.54,313.54
 0:00:57.10, 6621, 465.25,211.73,-2000.00,-2000.00,-2000.00,556.74,305.48
 0:00:57.15, 6622, 461.65,211.85,-2000.00,-2000.00,-2000.00,545.22,305.09
 0:00:57.19, 6623, 460.25,211.73,-2000.00,-2000.00,-2000.00,540.70,305.49
 0:00:57.24, 6624, 460.02,210.59,-2000.00,-2000.00,-2000.00,539.95,309.30
 0:00:57.29, 6625, 459.12,209.79,500.01,236.27,83.54,498.24,405.30
 0:00:57.34, 6626, 457.17,209.40,496.88,233.75,83.64,473.96,457.91
 0:00:57.39, 6627, 452.60,210.22,-2000.00,-2000.00,-2000.00,459.29,455.23
 0:00:57.44, 6628, 450.86,209.31,-2000.00,-2000.00,-2000.00,453.69,458.26
 0:00:57.48, 6629, 449.15,208.88,-2000.00,-2000.00,-2000.00,448.19,459.67
 0:00:57.53, 6630, 445.40,205.00,-2000.00,-2000.00,-2000.00,436.04,472.57
 0:00:57.58, 6631, 442.19,201.56,-2000.00,-2000.00,-2000.00,425.60,483.99
 0:00:57.63, 6632, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:57.68, 6633, 363.61,175.19,-2000.00,-2000.00,-2000.00,170.43,567.28
 0:00:57.72, 6634, 328.46,146.21,-2000.00,-2000.00,-2000.00,57.80,662.79
 0:00:57.77, 6635, 335.24,149.16,-2000.00,-2000.00,-2000.00,79.50,653.15
 0:00:57.82, 6636, 343.61,152.89,-2000.00,-2000.00,-2000.00,106.31,640.96
 0:00:57.87, 6637, 353.16,159.11,-2000.00,-2000.00,-2000.00,136.96,620.54
 0:00:57.92, 6638, 355.29,160.79,-2000.00,-2000.00,-2000.00,143.81,615.03
 0:00:57.97, 6639, 356.15,161.00,-2000.00,-2000.00,-2000.00,146.57,614.38
 0:00:58.02, 6640, 356.00,160.00,-2000.00,-2000.00,-2000.00,146.11,617.73
 0:00:58.06, 6641, 356.10,158.82,-2000.00,-2000.00,-2000.00,146.45,621.69
 0:00:58.11, 6642, 356.69,158.19,-2000.00,-2000.00,-2000.00,148.39,623.83
 0:00:58.16, 6643, 356.42,157.92,-2000.00,-2000.00,-2000.00,147.52,624.72
 0:00:58.21, 6644, 356.16,157.94,-2000.00,-2000.00,-2000.00,146.66,624.66
 0:00:58.26, 6645, 356.61,157.23,-2000.00,-2000.00,-2000.00,148.15,627.06
 0:00:58.31, 6646, 352.16,158.64,-2000.00,-2000.00,-2000.00,133.74,622.08
 0:00:58.36, 6647, 352.87,158.97,-2000.00,-2000.00,-2000.00,136.04,621.01
 0:00:58.41, 6648, 353.47,159.09,-2000.00,-2000.00,-2000.00,137.97,620.66
 0:00:58.46, 6649, 353.63,159.37,-2000.00,-2000.00,-2000.00,138.47,619.71
 0:00:58.51, 6650, 354.39,157.11,-2000.00,-2000.00,-2000.00,140.96,627.33
 0:00:58.55, 6651, 354.91,155.44,-2000.00,-2000.00,-2000.00,142.69,632.97
 0:00:58.60, 6652, 354.05,154.80,-2000.00,-2000.00,-2000.00,139.92,635.07
 0:00:58.65, 6653, 353.07,154.54,-2000.00,-2000.00,-2000.00,136.77,635.89
 0:00:58.70, 6654, 352.97,152.60,-2000.00,-2000.00,-2000.00,136.48,642.40
 0:00:58.75, 6655, 351.14,148.65,-2000.00,-2000.00,-2000.00,130.63,655.56
 0:00:58.80, 6656, 356.69,154.88,-2000.00,-2000.00,-2000.00,148.42,634.96
 0:00:58.85, 6657, 404.80,188.11,-2000.00,-2000.00,-2000.00,304.59,527.55
 0:00:58.89, 6658, 443.35,202.91,497.58,245.26,40.86,497.13,428.02
 0:00:58.94, 6659, 450.75,204.53,499.30,255.28,50.15,524.18,381.20
 0:00:58.99, 6660, 430.19,201.94,464.64,249.01,50.64,450.76,385.03
 0:00:59.04, 6661, 423.70,201.93,441.61,248.05,51.91,405.28,388.60
 0:00:59.08, 6662, 419.23,205.25,438.32,256.84,49.10,389.36,374.27
 0:00:59.13, 6663, 418.83,206.61,436.07,257.04,49.13,390.45,372.99
 0:00:59.17, 6664, 419.50,210.51,437.33,267.72,48.91,390.85,356.60
 0:00:59.22, 6665, 419.66,211.97,439.12,271.89,48.93,395.31,345.89
 0:00:59.26, 6666, 418.89,208.64,-2000.00,-2000.00,-2000.00,392.80,357.15
 0:00:59.31, 6667, 417.52,201.21,433.79,250.29,49.48,386.55,380.45
 0:00:59.35, 6668, 418.00,201.18,434.68,247.55,49.67,386.27,386.19
 0:00:59.40, 6669, 419.05,201.27,436.49,248.37,49.48,389.34,387.35
 0:00:59.44, 6670, 419.41,201.98,437.08,248.88,49.52,390.16,386.29
 0:00:59.49, 6671, 420.32,202.00,438.48,249.15,50.07,392.29,386.70
 0:00:59.53, 6672, 420.70,201.43,438.66,248.84,49.99,391.84,386.52
 0:00:59.58, 6673, 420.91,201.03,440.08,247.46,50.24,394.50,388.16
 0:00:59.62, 6674, 421.41,200.91,440.06,248.25,49.79,395.05,386.93
 0:00:59.67, 6675, 421.62,201.39,440.88,247.85,50.62,395.63,387.17
 0:00:59.71, 6676, 421.42,201.44,440.45,251.16,49.69,395.41,381.54
 0:00:59.76, 6677, 421.00,201.90,439.71,251.71,50.01,394.11,377.36
 0:00:59.81, 6678, 420.94,202.24,439.71,252.51,50.32,394.23,376.41
 0:00:59.85, 6679, 422.75,203.89,442.85,256.61,49.86,399.78,369.01
 0:00:59.90, 6680, 424.91,206.22,447.37,259.18,49.89,407.95,364.93
 0:00:59.94, 6681, 427.80,211.00,-2000.00,-2000.00,-2000.00,417.31,348.78
 0:00:59.99, 6682, 405.56,197.63,411.77,239.89,49.75,346.02,401.09
